	ensg	gene_name_v99	ensg_v99
49400	ENSG00000070495	JMJD6	ENSG00000070495.14
49403	ENSG00000073350	LLGL2	ENSG00000073350.13
49404	ENSG00000078687	TNRC6C	ENSG00000078687.17
49405	ENSG00000079101	CLUL1	ENSG00000079101.16
49411	ENSG00000092929	UNC13D	ENSG00000092929.11
49412	ENSG00000092931	MFSD11	ENSG00000092931.11
49415	ENSG00000101577	LPIN2	ENSG00000101577.9
49421	ENSG00000108639	SYNGR2	ENSG00000108639.7
49448	ENSG00000141526	SLC16A3	ENSG00000141526.16
49450	ENSG00000141542	RAB40B	ENSG00000141542.11
49468	ENSG00000158270	COLEC12	ENSG00000158270.12
49481	ENSG00000167881	SRP68	ENSG00000167881.15
49494	ENSG00000169750	RAC3	ENSG00000169750.9
49501	ENSG00000173818	ENDOV	ENSG00000173818.17
49509	ENSG00000176108	CHMP6	ENSG00000176108.9
49531	ENSG00000182446	NPLOC4	ENSG00000182446.14
49532	ENSG00000182459	TEX19	ENSG00000182459.5
49537	ENSG00000182687	GALR2	ENSG00000182687.4
49540	ENSG00000183077	AFMID	ENSG00000183077.15
49566	ENSG00000198081	ZBTB14	ENSG00000198081.11
49579	ENSG00000204278	TMEM235	ENSG00000204278.12
49898	ENSG00000053747	LAMA3	ENSG00000053747.16
49899	ENSG00000067900	ROCK1	ENSG00000067900.8
49901	ENSG00000088756	ARHGAP28	ENSG00000088756.12
49916	ENSG00000128791	TWSG1	ENSG00000128791.12
49926	ENSG00000134760	DSG1	ENSG00000134760.6
49931	ENSG00000141384	TAF4B	ENSG00000141384.12
49943	ENSG00000141448	GATA6	ENSG00000141448.10
49953	ENSG00000154611	PSMA8	ENSG00000154611.14
49956	ENSG00000154856	APCDD1	ENSG00000154856.13
49962	ENSG00000167088	SNRPD1	ENSG00000167088.11
49963	ENSG00000168234	TTC39C	ENSG00000168234.13
49971	ENSG00000173482	PTPRM	ENSG00000173482.16
50404	ENSG00000078142	PIK3C3	ENSG00000078142.13
50411	ENSG00000101489	CELF4	ENSG00000101489.20
50432	ENSG00000134779	TPGS2	ENSG00000134779.15
50442	ENSG00000141646	SMAD4	ENSG00000141646.14
50449	ENSG00000150636	CCDC102B	ENSG00000150636.17
50454	ENSG00000152229	PSTPIP2	ENSG00000152229.18
50467	ENSG00000166603	MC4R	ENSG00000166603.5
50477	ENSG00000171791	BCL2	ENSG00000171791.13
50485	ENSG00000176641	RNF152	ENSG00000176641.11
50492	ENSG00000184828	ZBTB7C	ENSG00000184828.10
50893	ENSG00000006638	TBXA2R	ENSG00000006638.12
50898	ENSG00000031823	RANBP3	ENSG00000031823.14
50909	ENSG00000070388	FGF22	ENSG00000070388.11
50921	ENSG00000088256	GNA11	ENSG00000088256.9
50930	ENSG00000099812	MISP	ENSG00000099812.9
50935	ENSG00000099860	GADD45B	ENSG00000099860.9
50943	ENSG00000104885	DOT1L	ENSG00000104885.18
50954	ENSG00000105251	SHD	ENSG00000105251.11
50961	ENSG00000105426	PTPRS	ENSG00000105426.16
50975	ENSG00000118046	STK11	ENSG00000118046.16
50989	ENSG00000126934	MAP2K2	ENSG00000126934.13
50990	ENSG00000127540	UQCR11	ENSG00000127540.12
50991	ENSG00000127663	KDM4B	ENSG00000127663.15
50995	ENSG00000129946	SHC2	ENSG00000129946.10
51035	ENSG00000167657	DAPK3	ENSG00000167657.14
51049	ENSG00000172000	ZNF556	ENSG00000172000.7
51051	ENSG00000172009	THOP1	ENSG00000172009.15
51057	ENSG00000174898	CATSPERD	ENSG00000174898.16
51060	ENSG00000175691	ZNF77	ENSG00000175691.9
51061	ENSG00000176490	DIRAS1	ENSG00000176490.5
51068	ENSG00000178297	TMPRSS9	ENSG00000178297.13
51069	ENSG00000178342	KCNG2	ENSG00000178342.4
51079	ENSG00000181781	ODF3L2	ENSG00000181781.9
51080	ENSG00000182087	TMEM259	ENSG00000182087.14
51094	ENSG00000196415	PRTN3	ENSG00000196415.10
51394	ENSG00000032444	PNPLA6	ENSG00000032444.16
51402	ENSG00000076662	ICAM3	ENSG00000076662.10
51404	ENSG00000076924	XAB2	ENSG00000076924.12
51409	ENSG00000080511	RDH8	ENSG00000080511.5
51423	ENSG00000102575	ACP5	ENSG00000102575.13
51425	ENSG00000104880	ARHGEF18	ENSG00000104880.18
51463	ENSG00000123143	PKN1	ENSG00000123143.12
51484	ENSG00000130159	ECSIT	ENSG00000130159.14
51497	ENSG00000130812	ANGPTL6	ENSG00000130812.10
51499	ENSG00000130816	DNMT1	ENSG00000130816.16
51500	ENSG00000130818	ZNF426	ENSG00000130818.12
51514	ENSG00000133250	ZNF414	ENSG00000133250.14
51517	ENSG00000141858	SAMD1	ENSG00000141858.12
51518	ENSG00000141867	BRD4	ENSG00000141867.17
51526	ENSG00000160877	NACC1	ENSG00000160877.6
51529	ENSG00000160961	ZNF333	ENSG00000160961.12
51539	ENSG00000167775	CD320	ENSG00000167775.11
51560	ENSG00000173928	SWSAP1	ENSG00000173928.3
51570	ENSG00000179218	CALR	ENSG00000179218.13
51599	ENSG00000188033	ZNF490	ENSG00000188033.10
51900	ENSG00000064607	SUGP2	ENSG00000064607.17
51908	ENSG00000099308	MAST3	ENSG00000099308.10
51915	ENSG00000105173	CCNE1	ENSG00000105173.14
51918	ENSG00000105639	JAK3	ENSG00000105639.19
51925	ENSG00000105650	PDE4C	ENSG00000105650.22
51931	ENSG00000105671	DDX49	ENSG00000105671.12
51936	ENSG00000105705	SUGP1	ENSG00000105705.16
51948	ENSG00000129933	MAU2	ENSG00000129933.21
51953	ENSG00000130303	BST2	ENSG00000130303.13
51972	ENSG00000141977	CIB3	ENSG00000141977.9
52003	ENSG00000184162	NR2C2AP	ENSG00000184162.14
52005	ENSG00000186010	NDUFA13	ENSG00000186010.19
52009	ENSG00000187664	HAPLN4	ENSG00000187664.9
52012	ENSG00000188171	ZNF626	ENSG00000188171.16
52081	ENSG00000256771	ZNF253	ENSG00000256771.4
52401	ENSG00000063322	MED29	ENSG00000063322.15
52405	ENSG00000077312	SNRPA	ENSG00000077312.9
52420	ENSG00000104814	MAP4K1	ENSG00000104814.13
52435	ENSG00000105221	AKT2	ENSG00000105221.18
52438	ENSG00000105245	NUMBL	ENSG00000105245.9
52447	ENSG00000105352	CEACAM4	ENSG00000105352.10
52457	ENSG00000105699	LSR	ENSG00000105699.16
52466	ENSG00000124299	PEPD	ENSG00000124299.15
52476	ENSG00000126262	FFAR2	ENSG00000126262.4
52482	ENSG00000128016	ZFP36	ENSG00000128016.7
52503	ENSG00000160396	HIPK4	ENSG00000160396.9
52518	ENSG00000167600	CYP2S1	ENSG00000167600.14
52519	ENSG00000167601	AXL	ENSG00000167601.12
52520	ENSG00000167604	NFKBID	ENSG00000167604.14
52526	ENSG00000168661	ZNF30	ENSG00000168661.14
52537	ENSG00000176396	EID2	ENSG00000176396.11
52546	ENSG00000179134	SAMD4B	ENSG00000179134.15
52548	ENSG00000179751	SYCN	ENSG00000179751.6
52579	ENSG00000189164	ZNF527	ENSG00000189164.15
52583	ENSG00000196381	ZNF781	ENSG00000196381.11
52586	ENSG00000197019	SERTAD1	ENSG00000197019.5
52593	ENSG00000197838	CYP2A13	ENSG00000197838.5
52672	ENSG00000251247	ZNF345	ENSG00000251247.11
52889	ENSG00000007047	MARK4	ENSG00000007047.15
52895	ENSG00000011478	QPCTL	ENSG00000011478.12
52918	ENSG00000086967	MYBPC2	ENSG00000086967.10
52920	ENSG00000087076	HSD17B14	ENSG00000087076.9
52942	ENSG00000104872	PIH1D1	ENSG00000104872.11
52974	ENSG00000105429	MEGF8	ENSG00000105429.13
52993	ENSG00000105723	GSK3A	ENSG00000105723.12
52999	ENSG00000117877	CD3EAP	ENSG00000117877.10
53003	ENSG00000124440	HIF3A	ENSG00000124440.15
53007	ENSG00000124466	LYPD3	ENSG00000124466.9
53016	ENSG00000125755	SYMPK	ENSG00000125755.19
53017	ENSG00000126453	BCL2L12	ENSG00000126453.9
53048	ENSG00000142235	LMTK3	ENSG00000142235.11
53049	ENSG00000142252	GEMIN7	ENSG00000142252.11
53051	ENSG00000142528	ZNF473	ENSG00000142528.16
53054	ENSG00000142538	PTH2	ENSG00000142538.2
53075	ENSG00000161671	EMC10	ENSG00000161671.16
53078	ENSG00000167378	IRGQ	ENSG00000167378.8
53081	ENSG00000167414	GNG8	ENSG00000167414.4
53095	ENSG00000176222	ZNF404	ENSG00000176222.9
53108	ENSG00000178928	TPRX1	ENSG00000178928.8
53115	ENSG00000183207	RUVBL2	ENSG00000183207.14
53116	ENSG00000183668	PSG9	ENSG00000183668.18
53120	ENSG00000186026	ZNF284	ENSG00000186026.7
53121	ENSG00000186567	CEACAM19	ENSG00000186567.13
53123	ENSG00000188293	IGFL1	ENSG00000188293.6
53127	ENSG00000188624	IGFL3	ENSG00000188624.3
53129	ENSG00000189114	BLOC1S3	ENSG00000189114.8
53132	ENSG00000196961	AP2A1	ENSG00000196961.12
53144	ENSG00000204673	AKT1S1	ENSG00000204673.10
53210	ENSG00000243137	PSG4	ENSG00000243137.8
53223	ENSG00000257704	INAFM1	ENSG00000257704.4
53394	ENSG00000088053	GP6	ENSG00000088053.11
53405	ENSG00000105379	ETFB	ENSG00000105379.9
53407	ENSG00000105492	SIGLEC6	ENSG00000105492.16
53410	ENSG00000105509	HAS1	ENSG00000105509.10
53423	ENSG00000126583	PRKCG	ENSG00000126583.11
53430	ENSG00000129991	TNNI3	ENSG00000129991.13
53447	ENSG00000142544	CTU1	ENSG00000142544.7
53475	ENSG00000167748	KLK1	ENSG00000167748.11
53477	ENSG00000167751	KLK2	ENSG00000167751.13
53484	ENSG00000169035	KLK7	ENSG00000169035.12
53488	ENSG00000170906	NDUFA3	ENSG00000170906.16
53491	ENSG00000170954	ZNF415	ENSG00000170954.11
53497	ENSG00000171487	NLRP5	ENSG00000171487.15
53505	ENSG00000179820	MYADM	ENSG00000179820.16
53520	ENSG00000186474	KLK12	ENSG00000186474.15
53528	ENSG00000189068	VSTM1	ENSG00000189068.11
53529	ENSG00000189190	ZNF600	ENSG00000189190.10
53534	ENSG00000196263	ZNF471	ENSG00000196263.8
53547	ENSG00000197937	ZNF347	ENSG00000197937.12
53548	ENSG00000197951	ZNF71	ENSG00000197951.9
53572	ENSG00000204604	ZNF468	ENSG00000204604.12
53889	ENSG00000083807	SLC27A5	ENSG00000083807.10
53897	ENSG00000088766	CRLS1	ENSG00000088766.12
